시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 도곡동,463-1,463,1,우성사원5,70.89,202205,14,"230,000",4,1986,언주로29길 34,,중개거래,서울 강남구
서울특별시 강남구 도곡동,463-1,463,1,우성사원5,70.89,202205,17,"230,000",9,1986,언주로29길 34,,중개거래,서울 강남구
서울특별시 강남구 도곡동,965,965,0,중명하니빌,30.58,202201,14,"49,500",5,1997,남부순환로365길 5,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,164.95,202202,19,"435,000",10,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,121.42,202202,23,"370,000",39,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,164.97,202204,6,"420,000",13,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,164.97,202204,16,"400,000",26,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,301.47,202205,12,"870,000",56,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,137.24,202205,15,"375,000",45,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,84.16,202205,16,"270,000",31,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,174.67,202205,19,"480,000",28,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,121.42,202205,23,"337,000",31,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,84.16,202205,26,"275,000",36,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,120.78,202205,26,"234,000",24,2002,언주로30길 56,,직거래,-
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,84.16,202205,30,"275,000",27,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,164.97,202206,29,"425,000",47,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,154.35,202201,12,"410,000",42,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,164.99,202202,10,"404,000",11,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,160.56,202202,21,"380,000",4,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,160.56,202202,21,"380,000",4,2003,언주로30길 57,20220331,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,124.11,202203,29,"335,000",40,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,111.39,202205,5,"284,500",18,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스2,115.63,202205,24,"310,000",23,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-29,467,29,타워팰리스3,163.567,202201,27,"420,000",42,2004,언주로30길 26,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-29,467,29,타워팰리스3,124.641,202202,10,"300,000",52,2004,언주로30길 26,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-29,467,29,타워팰리스3,141.381,202202,21,"370,000",33,2004,언주로30길 26,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-29,467,29,타워팰리스3,244.224,202203,30,"554,000",63,2004,언주로30길 26,,중개거래,서울 강남구
서울특별시 강남구 도곡동,164-6,164,6,포스코트,200.9,202206,14,"395,000",14,2002,남부순환로381길 15,,중개거래,서울 강남구
서울특별시 강남구 도곡동,972,972,0,한라비발디,84.9569,202203,15,"204,350",10,2016,남부순환로365길 33,,중개거래,"경기 성남중원구, 서울 강남구"
서울특별시 강남구 도곡동,464,464,0,한신(개포),83.86,202201,23,"281,000",5,1985,언주로 123,,중개거래,서울 강남구
서울특별시 강남구 도곡동,964,964,0,현대그린1,84.93,202205,12,"187,000",6,2006,논현로51길 25,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-19,467,19,현대비젼21,35.48,202201,14,"50,000",20,1999,언주로30길 10,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-19,467,19,현대비젼21,33.1,202202,4,"42,000",20,1999,언주로30길 10,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-19,467,19,현대비젼21,34.995,202205,4,"54,500",25,1999,언주로30길 10,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-19,467,19,현대비젼21,32.65,202205,11,"45,000",15,1999,언주로30길 10,,직거래,-
서울특별시 강남구 도곡동,153-2,153,2,현대향목빌라트,244.59,202205,19,"310,000",6,1996,남부순환로379길 26,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-7,142,7,LG선릉에클라트(A),36.16,202202,21,"34,800",5,2003,선릉로100길 42,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-7,142,7,LG선릉에클라트(A),36.16,202203,23,"34,750",5,2003,선릉로100길 42,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-7,142,7,LG선릉에클라트(A),36.16,202204,20,"34,500",6,2003,선릉로100길 42,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-7,142,7,LG선릉에클라트(A),36.16,202206,11,"37,500",2,2003,선릉로100길 42,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.35,202202,22,"40,200",11,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.35,202202,25,"36,700",10,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.47,202203,2,"33,000",13,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.35,202204,2,"38,200",12,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.35,202204,2,"36,200",11,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.35,202206,7,"32,000",12,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,100-14,100,14,동일파크스위트,174.15,202201,6,"405,000",12,2007,영동대로112길 67,,중개거래,서울 강남구
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,115.93,202201,17,"501,750",21,2021,삼성로 651,,직거래,-
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,71.9,202201,21,"311,500",22,2021,삼성로 651,,직거래,-
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,84.99,202202,4,"339,983",23,2021,삼성로 651,,중개거래,서울 강남구
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,101.98,202202,4,"381,220",7,2021,삼성로 651,,중개거래,서울 강남구
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,101.98,202202,9,"401,430",20,2021,삼성로 651,,중개거래,서울 강남구
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,59.99,202205,13,"243,000",4,2021,삼성로 651,,중개거래,서울 강남구
서울특별시 강남구 삼성동,11,11,0,롯데캐슬프레미어,121.931,202204,20,"318,000",5,2007,선릉로126길 22,,중개거래,서울 강남구
서울특별시 강남구 삼성동,107,107,0,미켈란107,83,202201,6,"205,000",14,2003,영동대로 602,,중개거래,서울 강남구
서울특별시 강남구 삼성동,17,17,0,삼성동롯데아파트,91.77,202204,18,"217,400",11,2000,학동로 432,,중개거래,서울 강남구
서울특별시 강남구 삼성동,08-02,8,2,삼성동브라운스톤레전드,201.65,202204,7,"334,000",14,2009,선릉로 660,,중개거래,서울 강남구
서울특별시 강남구 삼성동,08-02,8,2,삼성동브라운스톤레전드,219.48,202205,24,"440,000",9,2009,선릉로 660,,중개거래,서울 강남구
서울특별시 강남구 삼성동,121-38,121,38,삼성동신도브래뉴,104.191,202203,23,"120,000",6,2010,삼성로103길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,14-1,14,1,삼성동중앙하이츠빌리지,84.87,202205,18,"264,000",5,2004,학동로68길 30,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Jan-82,82,1,삼성동헤렌하우스2(82-1),217.86,202203,11,"500,000",6,2010,영동대로128길 45,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Jan-82,82,1,삼성동헤렌하우스2(82-1),217.86,202203,11,"500,000",6,2010,영동대로128길 45,20220530,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,26.5,202202,11,"105,000",6,2008,학동로68길 29,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,31.402,202203,16,"127,500",15,2008,학동로68길 29,,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,114.463,202203,25,"250,000",16,2008,학동로68길 29,,직거래,-
서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,84.236,202204,30,"270,000",7,2008,학동로68길 29,,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,31.402,202205,9,"124,500",6,2008,학동로68길 29,,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,84.236,202205,24,"201,000",7,2008,학동로68길 29,,직거래,-
서울특별시 강남구 삼성동,Sep-52,52,9,삼성리치빌1,84.98,202201,28,"149,000",4,2003,학동로82길 6,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Apr-65,65,4,상지리츠빌카일룸(65-4),237.74,202203,14,"570,000",12,2012,삼성로 636,,중개거래,서울 강남구
서울특별시 강남구 삼성동,2,2,0,서광아파트,59.67,202204,23,"171,000",14,1998,선릉로130길 19,,중개거래,서울 강남구
서울특별시 강남구 삼성동,87,87,0,아이파크,145.046,202201,26,"420,000",9,2004,영동대로 640,,중개거래,서울 강남구
서울특별시 강남구 삼성동,87,87,0,아이파크,156.857,202201,28,"475,000",6,2004,영동대로 640,,중개거래,서울 강남구
서울특별시 강남구 삼성동,87,87,0,아이파크,175.052,202203,4,"600,000",4,2004,영동대로 640,,중개거래,서울 강남구
서울특별시 강남구 삼성동,87,87,0,아이파크,195.388,202204,6,"645,000",17,2004,영동대로 640,,중개거래,서울 강남구
서울특별시 강남구 삼성동,87,87,0,아이파크,145.046,202205,12,"500,000",25,2004,영동대로 640,,중개거래,서울 강남구
서울특별시 강남구 삼성동,109-21,109,21,엘에이치삼성도시형생활주택,27.75,202204,20,"41,000",4,2013,영동대로112길 46,,중개거래,경기 성남수정구
서울특별시 강남구 삼성동,130,130,0,이안애빌,106.89,202205,2,"177,000",5,2004,봉은사로68길 65,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Feb-53,53,2,진흥아파트,207.82,202206,15,"440,000",7,1984,학동로88길 5,,중개거래,서울 강남구
서울특별시 강남구 삼성동,146,146,0,포스코트,160.28,202201,26,"281,000",7,2003,봉은사로 510,,중개거래,서울 강남구
서울특별시 강남구 삼성동,143-37,143,37,현대타워(13층-27층),149.99,202202,15,"225,000",26,1998,테헤란로 423,,중개거래,서울 강남구
서울특별시 강남구 삼성동,37,37,0,호산프라자,28.8,202202,12,"35,000",6,1997,선릉로 604,,중개거래,서울 강남구
서울특별시 강남구 세곡동,533,533,0,세곡푸르지오,84.83,202203,10,"160,000",13,2012,자곡로 21,,중개거래,서울 강남구
서울특별시 강남구 수서동,799,799,0,강남 더샵 포레스트,146.6888,202203,24,"348,000",6,2016,광평로34길 35,,중개거래,"서울 강남구, 전북 전주완산구"
서울특별시 강남구 수서동,795,795,0,강남데시앙포레,84.81,202203,24,"196,000",6,2014,광평로34길 55,,중개거래,서울 강남구
서울특별시 강남구 수서동,795,795,0,강남데시앙포레,84.81,202204,16,"196,000",13,2014,광평로34길 55,,중개거래,서울 강남구
서울특별시 강남구 수서동,795,795,0,강남데시앙포레,84.86,202204,17,"200,500",12,2014,광평로34길 55,,중개거래,"서울 강남구, 서울 성동구"
서울특별시 강남구 수서동,795,795,0,강남데시앙포레,101.73,202204,20,"216,500",15,2014,광평로34길 55,,중개거래,서울 강남구
서울특별시 강남구 수서동,795,795,0,강남데시앙포레,84.92,202205,28,"186,500",12,2014,광평로34길 55,,중개거래,서울 강남구
서울특별시 강남구 수서동,746,746,0,까치마을,34.44,202201,7,"105,000",9,1993,광평로19길 10,,중개거래,서울 강남구
서울특별시 강남구 수서동,746,746,0,까치마을,34.44,202202,15,"100,000",9,1993,광평로19길 10,,중개거래,서울 강남구
서울특별시 강남구 수서동,746,746,0,까치마을,34.44,202203,22,"102,250",2,1993,광평로19길 10,,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 수서동,746,746,0,까치마을,34.44,202203,24,"99,000",1,1993,광평로19길 10,,중개거래,서울 강남구
서울특별시 강남구 수서동,746,746,0,까치마을,39.6,202205,20,"110,000",1,1993,광평로19길 10,,중개거래,서울 강남구
서울특별시 강남구 수서동,746,746,0,까치마을,49.5,202206,11,"135,000",1,1993,광평로19길 10,,중개거래,서울 강남구
서울특별시 강남구 수서동,747,747,0,삼성,59.86,202204,13,"172,000",7,1997,광평로31길 27,,중개거래,서울 강남구
서울특별시 강남구 수서동,747,747,0,삼성,84.97,202204,23,"195,000",11,1997,광평로31길 27,,중개거래,서울 강남구
서울특별시 강남구 수서동,708,708,0,삼익,60,202206,4,"165,000",15,1992,광평로51길 27,,중개거래,서울 강남구
서울특별시 강남구 수서동,708,708,0,삼익,84.48,202206,4,"188,500",8,1992,광평로51길 27,,중개거래,서울 강남구
서울특별시 강남구 수서동,712,712,0,수서한아름,163.68,202205,27,"230,000",2,1993,광평로51길 22,,중개거래,서울 강남구
서울특별시 강남구 수서동,736,736,0,신동아,33.18,202203,14,"115,000",13,1992,광평로47길 17,,중개거래,서울 강남구
서울특별시 강남구 수서동,736,736,0,신동아,49.96,202204,9,"140,500",6,1992,광평로47길 17,,중개거래,서울 강남구
서울특별시 강남구 수서동,736,736,0,신동아,39.51,202204,27,"130,000",7,1992,광평로47길 17,,중개거래,서울 강남구
